SID,wave,item,Inventory,Trait,Facet,Reverse,Mini,Maxi,Modified Item,word
23,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,meeting
23,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,friends
23,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,person
23,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,bullet
23,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,journal
24,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,spend
24,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,lot
24,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,time
24,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,family
24,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,house
24,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,people
24,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,extremely
24,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,selfish
24,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,hoarding
24,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,supplies
24,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,hanging
24,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,friends
25,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,frequency
25,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,visit
25,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,friends
25,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,stay
25,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,inside
25,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,friends
25,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,highschool
25,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,friends
25,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,stuck
25,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,kansas
25,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,minutes
26,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,health
26,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,behaviors
26,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,yoga
26,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,eating
26,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,healthier
26,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,baking
26,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,cooking
26,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,reading
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,home
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,lot
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,don
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,drink
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,anymore
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,house
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,alcohol
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,free
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,spend
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,lot
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,time
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,baking
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,cooking
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,playing
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,games
27,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,family
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,lot
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,running
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,participate
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,sport
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,swimming
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,started
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,learning
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,cook
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,ve
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,baking
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,friends
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,leaving
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,gifts
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,mail
27,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,boxes
28,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,answer
28,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,didn
28,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,covid
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,staying
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,regularly
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,3am
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,sleeping
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,noon
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,prior
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,covid
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,bedtime
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,midnight
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wake
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,decided
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,start
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,learning
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,turkish
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,bored
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,mind
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,literally
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,classes
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,motivation
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,school
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,thrown
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,trash
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,thrown
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,window
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,ve
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,reaching
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,lot
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,friends
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,haven
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,spoken
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,dedicating
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,time
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,screen
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,activities
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,eyes
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,started
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,fatigued
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,easily
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,play
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,solitaire
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,knit
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,read
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,walk
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,puzzles
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,listen
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,french
28,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,podcasts
29,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,scared
29,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,leave
29,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,house
29,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,stay
29,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,indoors
30,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,mask
30,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,wearing
30,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,hand
30,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,washing
30,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,preparing
30,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,food
30,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,dining
30,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,halls
30,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wash
30,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,hands
30,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wear
30,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,mask
30,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wear
30,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,gloves
30,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,groceries
30,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,shopping
30,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,prepare
30,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,food
31,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,don
31,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,spend
31,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,time
31,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,friends
31,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,family
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,stay
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,inside
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,lot
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wash
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,produce
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,putting
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,fridge
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wear
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,gloves
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,masks
31,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,shopping
32,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,handwashing
33,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,sleeping
33,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,interact
33,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,day
33,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,interaction
33,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,person
33,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,technology
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,live
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,parents
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,house
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wake
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,day
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,sleep
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,time
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,call
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,friends
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,day
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,person
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,read
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,books
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,watch
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,tv
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,engage
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,hobbies
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,brother
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,day
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,spend
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,time
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,hobbies
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,cooking
33,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,meals
34,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,interactions
34,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,friends
34,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,video
34,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,chat
34,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,living
34,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,family
34,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
35,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,social
35,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,distancing
35,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,social
35,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,distancing
37,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,living
37,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,home
37,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,social
37,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,distancing
37,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,wore
37,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,mask
37,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,walked
37,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,regularly
37,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,lived
37,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,home
38,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,current
38,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,behavior
38,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,remaining
38,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,inside
38,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,day
38,3,Q69,COVID Behavior Change,Different Behaviors,diffBeh,NA,NA,NA,Which of your current behaviors are most different from your behaviors pre-COVID-19?,behavior
38,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,inside
38,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,rarely
38,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,leave
38,3,Q71,COVID Behavior Change,New Behaviors,newBeh,NA,NA,NA,What do you do now that didn't do before COVID-19?,house
